,solutes,solvents,solubility_param
1766,U,2-Ethyl_butanol,6
1767,U,2-Ethyl_hexanol,6
1768,U,Methyl_isobutyl_carbinol,5
1769,U,Propylene_glycol,6
1770,U,Ethylene_glycol,4
1771,U,1_3-Butandiol,5
1772,U,Glycerol,6
1773,U,Cyclohexanol,5
1774,U,m-Cresol,1
1775,U,Ethyl_lactate,4
1776,U,n-Butyl_lactate,1
1777,U,Diethylene_glycol,6
1778,U,Dipropylene_glycol,6
1779,U,2-Butoxyethanol,4
1780,U,Methyl_dioxitol,3
1781,U,Butyl_dioxitol,4
1782,U,Oxitole,4
1783,U,Diacetone_alcohol,1
1784,U,Cellusolve_acetate,1
1785,U,Methyl_Cellusolve,5
1786,U,Diethyl_ether,6
1787,U,Furan,1
1788,U,Dioxane,1
1789,U,Methylal,1
1790,U,Diethyl_sulfide,1
1791,U,Carbon_disulfide,4
1792,U,Dimethyl_sulphoxide,5
1793,U,Propylene_carbonate,4
1794,U,gamma_Butyrolactone,1
1795,U,Acetone,1
1796,U,Methyl_ethyl_ketone,1
1797,U,Methyl_isobutyl_ketone,1
1798,U,Methyl_isoamyl_ketone,1
1799,U,Diisobutyl_ketone,1
1800,U,Isophorone,1
1801,U,Acetophenone,1
1802,U,Cyclohexanone,1
1803,U,Tetrahydrofuran,1
1804,U,Mesityl_oxide,1
1805,U,Ethyl_acetate,1
1806,U,n-Butyl_acetate,1
1807,U,Isoamyl_acetate,1
1808,U,Isobutyl_isobutyrate,1
1809,U,Acetonitrile,5
1810,U,Butyronitrite,1
1811,U,Nitromethane,1
1812,U,Nitroethane,1
1813,U,2-Nitropropane,1
1814,U,Aniline,1
1815,U,Nitrobenzene,1
1816,U,Ethanolamine,6
1817,U,Dimethyl_formamide,1
1818,U,Dipropyl_amine,4
1819,U,Diethyl_amine,1
1820,U,Morpholine,1
1821,U,Cyclohexylamine,1
1822,U,Pyridine,1
1823,U,Carbon_terachloride,5
1824,U,Chloroform,1
1825,U,Ethylen_chloride,1
1826,U,Methylene_chloride,1
1827,U,1_1_1-Trichloroethane,1
1828,U,1-Chlorobutane,1
1829,U,Trichloroethylene,1
1830,U,2_2-Dichloro_diethyl_ether,1
1831,U,Chlorobenzene,1
1832,U,o-Dichlorobenzene,1
1833,U,alpha-bromonaphtaline,1
1834,U,Cyclohexylchloride,1
1835,U,Benzene,1
1836,U,Toluene,1
1837,U,Xylene,1
1838,U,Ethyl_benzene,1
1839,U,Styrene,1
1840,U,Tetralin,1
1841,U,Hexane,6
1842,U,Cyclohexane,6
1843,U,Acetic_acid,6
1844,U,Formic_acid_90,6
1845,U,Butyric_acid,5
1846,U,Benzaldehyde,1
1847,U,Acetic_anhydride,2
1848,V,Methanol ,6
1849,V,Ethanol_96,6
1850,V,Ethanol_99p9,6
1851,V,n-Propanol,6
1852,V,n-Butanol,6
1853,V,Pentanol-1,6
1854,V,2-Ethyl_butanol,6
1855,V,2-Ethyl_hexanol,5
1856,V,Methyl_isobutyl_carbinol,6
1857,V,Propylene_glycol,6
1858,V,Ethylene_glycol,6
1859,V,1_3-Butandiol,6
1860,V,Glycerol,5
1861,V,Cyclohexanol,5
1862,V,m-Cresol,5
1863,V,Ethyl_lactate,6
1864,V,n-Butyl_lactate,6
1865,V,Diethylene_glycol,6
1866,V,Dipropylene_glycol,6
1867,V,2-Butoxyethanol,6
1868,V,Methyl_dioxitol,6
1869,V,Butyl_dioxitol,5
1870,V,Oxitole,6
1871,V,Diacetone_alcohol,6
1872,V,Cellusolve_acetate,6
1873,V,Methyl_Cellusolve,6
1874,V,Diethyl_ether,1
1875,V,Furan,1
1876,V,Dioxane,4
1877,V,Methylal,4
1878,V,Diethyl_sulfide,1
1879,V,Carbon_disulfide,1
1880,V,Dimethyl_sulphoxide,6
1881,V,Propylene_carbonate,6
1882,V,gamma_Butyrolactone,6
1883,V,Acetone,6
1884,V,Methyl_ethyl_ketone,4
1885,V,Methyl_isobutyl_ketone,1
1886,V,Methyl_isoamyl_ketone,1
1887,V,Diisobutyl_ketone,1
1888,V,Isophorone,1
1889,V,Acetophenone,5
1890,V,Cyclohexanone,1
1891,V,Tetrahydrofuran,1
1892,V,Mesityl_oxide,1
1893,V,Ethyl_acetate,5
1894,V,n-Butyl_acetate,1
1895,V,Isoamyl_acetate,1
1896,V,Isobutyl_isobutyrate,1
1897,V,Acetonitrile,6
1898,V,Butyronitrite,5
1899,V,Nitromethane,6
1900,V,Nitroethane,6
1901,V,2-Nitropropane,6
1902,V,Aniline,6
1903,V,Nitrobenzene,1
1904,V,Ethanolamine,6
1905,V,Dimethyl_formamide,5
1906,V,Dipropyl_amine,1
1907,V,Diethyl_amine,1
1908,V,Morpholine,5
1909,V,Cyclohexylamine,1
1910,V,Pyridine,5
1911,V,Carbon_terachloride,1
1912,V,Chloroform,1
1913,V,Ethylen_chloride,1
1914,V,Methylene_chloride,1
1915,V,1_1_1-Trichloroethane,1
1916,V,1-Chlorobutane,1
1917,V,Trichloroethylene,1
1918,V,2_2-Dichloro_diethyl_ether,6
1919,V,Chlorobenzene,1
1920,V,o-Dichlorobenzene,1
1921,V,alpha-bromonaphtaline,1
1922,V,Cyclohexylchloride,1
1923,V,Benzene,1
1924,V,Toluene,1
1925,V,Xylene,1
1926,V,Ethyl_benzene,1
1927,V,Styrene,1
1928,V,Tetralin,1
1929,V,Hexane,1
1930,V,Cyclohexane,1
1931,V,Acetic_acid,6
1932,V,Formic_acid_90,6
1933,V,Butyric_acid,4
1934,V,Benzaldehyde,5
1935,V,Acetic_anhydride,6
1936,X,Methanol ,6
1937,X,Ethanol_96,6
1938,X,Ethanol_99p9,6
1939,X,n-Propanol,1
1940,X,n-Butanol,1
1941,X,Pentanol-1,1
1942,X,2-Ethyl_butanol,1
1943,X,2-Ethyl_hexanol,1
1944,X,Methyl_isobutyl_carbinol,1
1945,X,Propylene_glycol,6
1946,X,Ethylene_glycol,6
1947,X,1_3-Butandiol,6
1948,X,Glycerol,6
1949,X,Cyclohexanol,1
1950,X,m-Cresol,1
1951,X,Ethyl_lactate,6
1952,X,n-Butyl_lactate,5
1953,X,Diethylene_glycol,6
1954,X,Dipropylene_glycol,6
1955,X,2-Butoxyethanol,1
1956,X,Methyl_dioxitol,6
1957,X,Butyl_dioxitol,5
1958,X,Oxitole,6
1959,X,Diacetone_alcohol,6
1960,X,Cellusolve_acetate,6
1961,X,Methyl_Cellusolve,6
1962,X,Diethyl_ether,1
1963,X,Furan,1
1964,X,Dioxane,5
1965,X,Methylal,1
1966,X,Diethyl_sulfide,1
1967,X,Carbon_disulfide,1
1968,X,Dimethyl_sulphoxide,6
1969,X,Propylene_carbonate,6
1970,X,gamma_Butyrolactone,6
1971,X,Acetone,6
1972,X,Methyl_ethyl_ketone,1
1973,X,Methyl_isobutyl_ketone,1
1974,X,Methyl_isoamyl_ketone,1
1975,X,Diisobutyl_ketone,1
1976,X,Isophorone,1
1977,X,Acetophenone,5
1978,X,Cyclohexanone,1
1979,X,Tetrahydrofuran,1
1980,X,Mesityl_oxide,1
1981,X,Ethyl_acetate,1
1982,X,n-Butyl_acetate,1
1983,X,Isoamyl_acetate,1
1984,X,Isobutyl_isobutyrate,1
1985,X,Acetonitrile,6
1986,X,Butyronitrite,6
1987,X,Nitromethane,6
1988,X,Nitroethane,6
1989,X,2-Nitropropane,6
1990,X,Aniline,6
1991,X,Nitrobenzene,6
1992,X,Ethanolamine,6
1993,X,Dimethyl_formamide,5
1994,X,Dipropyl_amine,1
1995,X,Diethyl_amine,1
1996,X,Morpholine,4
1997,X,Cyclohexylamine,1
1998,X,Pyridine,4
1999,X,Carbon_terachloride,1
2000,X,Chloroform,1
2001,X,Ethylen_chloride,1
2002,X,Methylene_chloride,1
2003,X,1_1_1-Trichloroethane,1
2004,X,1-Chlorobutane,1
2005,X,Trichloroethylene,1
2006,X,2_2-Dichloro_diethyl_ether,6
2007,X,Chlorobenzene,1
2008,X,o-Dichlorobenzene,1
2009,X,alpha-bromonaphtaline,5
2010,X,Cyclohexylchloride,1
2011,X,Benzene,1
2012,X,Toluene,1
2013,X,Xylene,1
2014,X,Ethyl_benzene,1
2015,X,Styrene,1
2016,X,Tetralin,1
2017,X,Hexane,1
2018,X,Cyclohexane,1
2019,X,Acetic_acid,6
2020,X,Formic_acid_90,6
2021,X,Butyric_acid,1
2022,X,Benzaldehyde,5
2023,X,Acetic_anhydride,6
2024,Y,Methanol ,6
2025,Y,Ethanol_96,6
2026,Y,Ethanol_99p9,6
2027,Y,n-Propanol,5
2028,Y,n-Butanol,5
2029,Y,Pentanol-1,6
2030,Y,2-Ethyl_butanol,6
2031,Y,2-Ethyl_hexanol,5
2032,Y,Methyl_isobutyl_carbinol,6
2033,Y,Propylene_glycol,6
2034,Y,Ethylene_glycol,5
2035,Y,1_3-Butandiol,6
2036,Y,Glycerol,6
2037,Y,Cyclohexanol,5
2038,Y,m-Cresol,5
2039,Y,Ethyl_lactate,6
2040,Y,n-Butyl_lactate,6
2041,Y,Diethylene_glycol,6
2042,Y,Dipropylene_glycol,6
2043,Y,2-Butoxyethanol,6
2044,Y,Methyl_dioxitol,6
2045,Y,Butyl_dioxitol,6
2046,Y,Oxitole,6
2047,Y,Diacetone_alcohol,6
2048,Y,Cellusolve_acetate,6
2049,Y,Methyl_Cellusolve,6
2050,Y,Diethyl_ether,1
2051,Y,Furan,1
2052,Y,Dioxane,1
2053,Y,Methylal,3
2054,Y,Diethyl_sulfide,1
2055,Y,Carbon_disulfide,1
2056,Y,Dimethyl_sulphoxide,6
2057,Y,Propylene_carbonate,6
2058,Y,gamma_Butyrolactone,6
2059,Y,Acetone,6
2060,Y,Methyl_ethyl_ketone,4
2061,Y,Methyl_isobutyl_ketone,4
2062,Y,Methyl_isoamyl_ketone,1
2063,Y,Diisobutyl_ketone,1
2064,Y,Isophorone,1
2065,Y,Acetophenone,2
2066,Y,Cyclohexanone,1
2067,Y,Tetrahydrofuran,1
2068,Y,Mesityl_oxide,1
2069,Y,Ethyl_acetate,5
2070,Y,n-Butyl_acetate,1
2071,Y,Isoamyl_acetate,1
2072,Y,Isobutyl_isobutyrate,1
2073,Y,Acetonitrile,6
2074,Y,Butyronitrite,6
2075,Y,Nitromethane,6
2076,Y,Nitroethane,6
2077,Y,2-Nitropropane,5
2078,Y,Aniline,6
2079,Y,Nitrobenzene,1
2080,Y,Ethanolamine,5
2081,Y,Dimethyl_formamide,6
2082,Y,Dipropyl_amine,1
2083,Y,Diethyl_amine,1
2084,Y,Morpholine,5
2085,Y,Cyclohexylamine,1
2086,Y,Pyridine,1
2087,Y,Carbon_terachloride,1
2088,Y,Chloroform,1
2089,Y,Ethylen_chloride,1
2090,Y,Methylene_chloride,1
2091,Y,1_1_1-Trichloroethane,1
2092,Y,1-Chlorobutane,1
2093,Y,Trichloroethylene,1
2094,Y,2_2-Dichloro_diethyl_ether,5
2095,Y,Chlorobenzene,1
2096,Y,o-Dichlorobenzene,1
2097,Y,alpha-bromonaphtaline,1
2098,Y,Cyclohexylchloride,1
2099,Y,Benzene,1
2100,Y,Toluene,1
2101,Y,Xylene,1
2102,Y,Ethyl_benzene,1
2103,Y,Styrene,1
2104,Y,Tetralin,1
2105,Y,Hexane,1
2106,Y,Cyclohexane,1
2107,Y,Acetic_acid,6
2108,Y,Formic_acid_90,6
2109,Y,Butyric_acid,4
2110,Y,Benzaldehyde,4
2111,Y,Acetic_anhydride,6
2112,Z,Methanol ,5
2113,Z,Ethanol_96,5
2114,Z,Ethanol_99p9,6
2115,Z,n-Propanol,1
2116,Z,n-Butanol,1
2117,Z,Pentanol-1,1
2118,Z,2-Ethyl_butanol,1
2119,Z,2-Ethyl_hexanol,1
2120,Z,Methyl_isobutyl_carbinol,1
2121,Z,Propylene_glycol,6
2122,Z,Ethylene_glycol,6
2123,Z,1_3-Butandiol,6
2124,Z,Glycerol,6
2125,Z,Cyclohexanol,1
2126,Z,m-Cresol,1
2127,Z,Ethyl_lactate,6
2128,Z,n-Butyl_lactate,3
2129,Z,Diethylene_glycol,6
2130,Z,Dipropylene_glycol,6
2131,Z,2-Butoxyethanol,4
2132,Z,Methyl_dioxitol,6
2133,Z,Butyl_dioxitol,6
2134,Z,Oxitole,6
2135,Z,Diacetone_alcohol,6
2136,Z,Cellusolve_acetate,6
2137,Z,Methyl_Cellusolve,6
2138,Z,Diethyl_ether,6
2139,Z,Furan,6
2140,Z,Dioxane,6
2141,Z,Methylal,6
2142,Z,Diethyl_sulfide,6
2143,Z,Carbon_disulfide,4
2144,Z,Dimethyl_sulphoxide,6
2145,Z,Propylene_carbonate,6
2146,Z,gamma_Butyrolactone,6
2147,Z,Acetone,6
2148,Z,Methyl_ethyl_ketone,6
2149,Z,Methyl_isobutyl_ketone,6
2150,Z,Methyl_isoamyl_ketone,6
2151,Z,Diisobutyl_ketone,6
2152,Z,Isophorone,6
2153,Z,Acetophenone,6
2154,Z,Cyclohexanone,6
2155,Z,Tetrahydrofuran,1
2156,Z,Mesityl_oxide,6
2157,Z,Ethyl_acetate,6
2158,Z,n-Butyl_acetate,6
2159,Z,Isoamyl_acetate,6
2160,Z,Isobutyl_isobutyrate,6
2161,Z,Acetonitrile,6
2162,Z,Butyronitrite,6
2163,Z,Nitromethane,6
2164,Z,Nitroethane,6
2165,Z,2-Nitropropane,6
2166,Z,Aniline,5
2167,Z,Nitrobenzene,6
2168,Z,Ethanolamine,6
2169,Z,Dimethyl_formamide,6
2170,Z,Dipropyl_amine,6
2171,Z,Diethyl_amine,5
2172,Z,Morpholine,6
2173,Z,Cyclohexylamine,1
2174,Z,Pyridine,5
2175,Z,Carbon_terachloride,4
2176,Z,Chloroform,1
2177,Z,Ethylen_chloride,6
2178,Z,Methylene_chloride,2
2179,Z,1_1_1-Trichloroethane,6
2180,Z,1-Chlorobutane,5
2181,Z,Trichloroethylene,2
2182,Z,2_2-Dichloro_diethyl_ether,6
2183,Z,Chlorobenzene,5
2184,Z,o-Dichlorobenzene,6
2185,Z,alpha-bromonaphtaline,6
2186,Z,Cyclohexylchloride,6
2187,Z,Benzene,5
2188,Z,Toluene,6
2189,Z,Xylene,6
2190,Z,Ethyl_benzene,6
2191,Z,Styrene,6
2192,Z,Tetralin,5
2193,Z,Hexane,6
2194,Z,Cyclohexane,6
2195,Z,Acetic_acid,3
2196,Z,Formic_acid_90,3
2197,Z,Butyric_acid,1
2198,Z,Benzaldehyde,3
2199,Z,Acetic_anhydride,6
2200,AA,Methanol ,6
2201,AA,Ethanol_96,5
2202,AA,Ethanol_99p9,4
2203,AA,n-Propanol,5
2204,AA,n-Butanol,3
2205,AA,Pentanol-1,1
2206,AA,2-Ethyl_butanol,1
2207,AA,2-Ethyl_hexanol,1
2208,AA,Methyl_isobutyl_carbinol,1
2209,AA,Propylene_glycol,6
2210,AA,Ethylene_glycol,6
2211,AA,1_3-Butandiol,6
2212,AA,Glycerol,6
2213,AA,Cyclohexanol,1
2214,AA,m-Cresol,1
2215,AA,Ethyl_lactate,3
2216,AA,n-Butyl_lactate,1
2217,AA,Diethylene_glycol,6
2218,AA,Dipropylene_glycol,6
2219,AA,2-Butoxyethanol,1
2220,AA,Methyl_dioxitol,5
2221,AA,Butyl_dioxitol,1
2222,AA,Oxitole,1
2223,AA,Diacetone_alcohol,1
2224,AA,Cellusolve_acetate,1
2225,AA,Methyl_Cellusolve,4
2226,AA,Diethyl_ether,1
2227,AA,Furan,1
2228,AA,Dioxane,1
2229,AA,Methylal,1
2230,AA,Diethyl_sulfide,1
2231,AA,Carbon_disulfide,1
2232,AA,Dimethyl_sulphoxide,6
2233,AA,Propylene_carbonate,6
2234,AA,gamma_Butyrolactone,5
2235,AA,Acetone,1
2236,AA,Methyl_ethyl_ketone,1
2237,AA,Methyl_isobutyl_ketone,1
2238,AA,Methyl_isoamyl_ketone,1
2239,AA,Diisobutyl_ketone,1
2240,AA,Isophorone,1
2241,AA,Acetophenone,1
2242,AA,Cyclohexanone,1
2243,AA,Tetrahydrofuran,1
2244,AA,Mesityl_oxide,1
2245,AA,Ethyl_acetate,1
2246,AA,n-Butyl_acetate,1
2247,AA,Isoamyl_acetate,1
2248,AA,Isobutyl_isobutyrate,1
2249,AA,Acetonitrile,4
2250,AA,Butyronitrite,1
2251,AA,Nitromethane,4
2252,AA,Nitroethane,3
2253,AA,2-Nitropropane,1
2254,AA,Aniline,1
2255,AA,Nitrobenzene,1
2256,AA,Ethanolamine,6
2257,AA,Dimethyl_formamide,4
2258,AA,Dipropyl_amine,1
2259,AA,Diethyl_amine,1
2260,AA,Morpholine,1
2261,AA,Cyclohexylamine,1
2262,AA,Pyridine,1
2263,AA,Carbon_terachloride,1
2264,AA,Chloroform,1
2265,AA,Ethylen_chloride,1
2266,AA,Methylene_chloride,1
2267,AA,1_1_1-Trichloroethane,1
2268,AA,1-Chlorobutane,1
2269,AA,Trichloroethylene,1
2270,AA,2_2-Dichloro_diethyl_ether,1
2271,AA,Chlorobenzene,1
2272,AA,o-Dichlorobenzene,1
2273,AA,alpha-bromonaphtaline,1
2274,AA,Cyclohexylchloride,1
2275,AA,Benzene,1
2276,AA,Toluene,1
2277,AA,Xylene,1
2278,AA,Ethyl_benzene,1
2279,AA,Styrene,1
2280,AA,Tetralin,1
2281,AA,Hexane,4
2282,AA,Cyclohexane,2
2283,AA,Acetic_acid,4
2284,AA,Formic_acid_90,6
2285,AA,Butyric_acid,1
2286,AA,Benzaldehyde,1
2287,AA,Acetic_anhydride,5
2288,AB,Methanol ,1
2289,AB,Ethanol_96,1
2290,AB,Ethanol_99p9,1
2291,AB,n-Propanol,1
2292,AB,n-Butanol,1
2293,AB,Pentanol-1,1
2294,AB,2-Ethyl_butanol,1
2295,AB,2-Ethyl_hexanol,1
2296,AB,Methyl_isobutyl_carbinol,1
2297,AB,Propylene_glycol,1
2298,AB,Ethylene_glycol,6
2299,AB,1_3-Butandiol,1
2300,AB,Glycerol,6
2301,AB,Cyclohexanol,1
2302,AB,m-Cresol,1
2303,AB,Ethyl_lactate,1
2304,AB,n-Butyl_lactate,1
2305,AB,Diethylene_glycol,1
2306,AB,Dipropylene_glycol,1
2307,AB,2-Butoxyethanol,1
2308,AB,Methyl_dioxitol,1
2309,AB,Butyl_dioxitol,1
2310,AB,Oxitole,1
2311,AB,Diacetone_alcohol,1
2312,AB,Cellusolve_acetate,1
2313,AB,Methyl_Cellusolve,1
2314,AB,Diethyl_ether,1
2315,AB,Furan,1
2316,AB,Dioxane,1
2317,AB,Methylal,1
2318,AB,Diethyl_sulfide,1
2319,AB,Carbon_disulfide,1
2320,AB,Dimethyl_sulphoxide,1
2321,AB,Propylene_carbonate,1
2322,AB,gamma_Butyrolactone,1
2323,AB,Acetone,1
2324,AB,Methyl_ethyl_ketone,1
2325,AB,Methyl_isobutyl_ketone,1
2326,AB,Methyl_isoamyl_ketone,1
2327,AB,Diisobutyl_ketone,1
2328,AB,Isophorone,1
2329,AB,Acetophenone,1
2330,AB,Cyclohexanone,1
2331,AB,Tetrahydrofuran,1
2332,AB,Mesityl_oxide,1
2333,AB,Ethyl_acetate,1
2334,AB,n-Butyl_acetate,1
2335,AB,Isoamyl_acetate,1
2336,AB,Isobutyl_isobutyrate,1
2337,AB,Acetonitrile,1
2338,AB,Butyronitrite,1
2339,AB,Nitromethane,1
2340,AB,Nitroethane,1
2341,AB,2-Nitropropane,1
2342,AB,Aniline,1
2343,AB,Nitrobenzene,1
2344,AB,Ethanolamine,6
2345,AB,Dimethyl_formamide,1
2346,AB,Dipropyl_amine,1
2347,AB,Diethyl_amine,1
2348,AB,Morpholine,1
2349,AB,Cyclohexylamine,1
2350,AB,Pyridine,1
2351,AB,Carbon_terachloride,1
2352,AB,Chloroform,1
2353,AB,Ethylen_chloride,1
2354,AB,Methylene_chloride,1
2355,AB,1_1_1-Trichloroethane,1
2356,AB,1-Chlorobutane,1
2357,AB,Trichloroethylene,1
2358,AB,2_2-Dichloro_diethyl_ether,1
2359,AB,Chlorobenzene,1
2360,AB,o-Dichlorobenzene,1
2361,AB,alpha-bromonaphtaline,1
2362,AB,Cyclohexylchloride,1
2363,AB,Benzene,1
2364,AB,Toluene,1
2365,AB,Xylene,1
2366,AB,Ethyl_benzene,1
2367,AB,Styrene,1
2368,AB,Tetralin,1
2369,AB,Hexane,6
2370,AB,Cyclohexane,4
2371,AB,Acetic_acid,1
2372,AB,Formic_acid_90,1
2373,AB,Butyric_acid,1
2374,AB,Benzaldehyde,1
2375,AB,Acetic_anhydride,1
2376,AC,Methanol ,6
2377,AC,Ethanol_96,6
2378,AC,Ethanol_99p9,6
2379,AC,n-Propanol,6
2380,AC,n-Butanol,6
2381,AC,Pentanol-1,6
2382,AC,2-Ethyl_butanol,5
2383,AC,2-Ethyl_hexanol,1
2384,AC,Methyl_isobutyl_carbinol,5
2385,AC,Propylene_glycol,6
2386,AC,Ethylene_glycol,6
2387,AC,1_3-Butandiol,6
2388,AC,Glycerol,6
2389,AC,Cyclohexanol,5
2390,AC,m-Cresol,6
2391,AC,Ethyl_lactate,6
2392,AC,n-Butyl_lactate,6
2393,AC,Diethylene_glycol,6
2394,AC,Dipropylene_glycol,6
2395,AC,2-Butoxyethanol,6
2396,AC,Methyl_dioxitol,6
2397,AC,Butyl_dioxitol,6
2398,AC,Oxitole,6
2399,AC,Diacetone_alcohol,6
2400,AC,Cellusolve_acetate,6
2401,AC,Methyl_Cellusolve,6
2402,AC,Diethyl_ether,1
2403,AC,Furan,1
2404,AC,Dioxane,4
2405,AC,Methylal,5
2406,AC,Diethyl_sulfide,1
2407,AC,Carbon_disulfide,1
2408,AC,Dimethyl_sulphoxide,6
2409,AC,Propylene_carbonate,6
2410,AC,gamma_Butyrolactone,6
2411,AC,Acetone,6
2412,AC,Methyl_ethyl_ketone,5
2413,AC,Methyl_isobutyl_ketone,1
2414,AC,Methyl_isoamyl_ketone,1
2415,AC,Diisobutyl_ketone,1
2416,AC,Isophorone,1
2417,AC,Acetophenone,5
2418,AC,Cyclohexanone,1
2419,AC,Tetrahydrofuran,1
2420,AC,Mesityl_oxide,1
2421,AC,Ethyl_acetate,4
2422,AC,n-Butyl_acetate,1
2423,AC,Isoamyl_acetate,1
2424,AC,Isobutyl_isobutyrate,1
2425,AC,Acetonitrile,6
2426,AC,Butyronitrite,6
2427,AC,Nitromethane,6
2428,AC,Nitroethane,6
2429,AC,2-Nitropropane,6
2430,AC,Aniline,6
2431,AC,Nitrobenzene,5
2432,AC,Ethanolamine,6
2433,AC,Dimethyl_formamide,6
2434,AC,Dipropyl_amine,1
2435,AC,Diethyl_amine,1
2436,AC,Morpholine,6
2437,AC,Cyclohexylamine,1
2438,AC,Pyridine,5
2439,AC,Carbon_terachloride,1
2440,AC,Chloroform,1
2441,AC,Ethylen_chloride,1
2442,AC,Methylene_chloride,1
2443,AC,1_1_1-Trichloroethane,1
2444,AC,1-Chlorobutane,1
2445,AC,Trichloroethylene,1
2446,AC,2_2-Dichloro_diethyl_ether,4
2447,AC,Chlorobenzene,1
2448,AC,o-Dichlorobenzene,1
2449,AC,alpha-bromonaphtaline,1
2450,AC,Cyclohexylchloride,1
2451,AC,Benzene,1
2452,AC,Toluene,1
2453,AC,Xylene,1
2454,AC,Ethyl_benzene,1
2455,AC,Styrene,1
2456,AC,Tetralin,1
2457,AC,Hexane,1
2458,AC,Cyclohexane,1
2459,AC,Acetic_acid,6
2460,AC,Formic_acid_90,6
2461,AC,Butyric_acid,1
2462,AC,Benzaldehyde,5
2463,AC,Acetic_anhydride,5
2464,AD,Methanol ,5
2465,AD,Ethanol_96,5
2466,AD,Ethanol_99p9,5
2467,AD,n-Propanol,4
2468,AD,n-Butanol,4
2469,AD,Pentanol-1,4
2470,AD,2-Ethyl_butanol,4
2471,AD,2-Ethyl_hexanol,4
2472,AD,Methyl_isobutyl_carbinol,4
2473,AD,Propylene_glycol,5
2474,AD,Ethylene_glycol,6
2475,AD,1_3-Butandiol,6
2476,AD,Glycerol,6
2477,AD,Cyclohexanol,1
2478,AD,m-Cresol,1
2479,AD,Ethyl_lactate,1
2480,AD,n-Butyl_lactate,1
2481,AD,Diethylene_glycol,1
2482,AD,Dipropylene_glycol,1
2483,AD,2-Butoxyethanol,1
2484,AD,Methyl_dioxitol,1
2485,AD,Butyl_dioxitol,1
2486,AD,Oxitole,1
2487,AD,Diacetone_alcohol,1
2488,AD,Cellusolve_acetate,1
2489,AD,Methyl_Cellusolve,1
2490,AD,Diethyl_ether,4
2491,AD,Furan,4
2492,AD,Dioxane,1
2493,AD,Methylal,2
2494,AD,Diethyl_sulfide,4
2495,AD,Carbon_disulfide,6
2496,AD,Dimethyl_sulphoxide,1
2497,AD,Propylene_carbonate,1
2498,AD,gamma_Butyrolactone,1
2499,AD,Acetone,1
2500,AD,Methyl_ethyl_ketone,1
2501,AD,Methyl_isobutyl_ketone,4
2502,AD,Methyl_isoamyl_ketone,4
2503,AD,Diisobutyl_ketone,6
2504,AD,Isophorone,1
2505,AD,Acetophenone,1
2506,AD,Cyclohexanone,1
2507,AD,Tetrahydrofuran,1
2508,AD,Mesityl_oxide,1
2509,AD,Ethyl_acetate,1
2510,AD,n-Butyl_acetate,2
2511,AD,Isoamyl_acetate,4
2512,AD,Isobutyl_isobutyrate,5
2513,AD,Acetonitrile,4
2514,AD,Butyronitrite,2
2515,AD,Nitromethane,4
2516,AD,Nitroethane,3
2517,AD,2-Nitropropane,3
2518,AD,Aniline,1
2519,AD,Nitrobenzene,1
2520,AD,Ethanolamine,1
2521,AD,Dimethyl_formamide,1
2522,AD,Dipropyl_amine,3
2523,AD,Diethyl_amine,2
2524,AD,Morpholine,1
2525,AD,Cyclohexylamine,1
2526,AD,Pyridine,1
2527,AD,Carbon_terachloride,4
2528,AD,Chloroform,1
2529,AD,Ethylen_chloride,1
2530,AD,Methylene_chloride,1
2531,AD,1_1_1-Trichloroethane,4
2532,AD,1-Chlorobutane,3
2533,AD,Trichloroethylene,4
2534,AD,2_2-Dichloro_diethyl_ether,1
2535,AD,Chlorobenzene,3
2536,AD,o-Dichlorobenzene,3
2537,AD,alpha-bromonaphtaline,5
2538,AD,Cyclohexylchloride,3
2539,AD,Benzene,4
2540,AD,Toluene,5
2541,AD,Xylene,5
2542,AD,Ethyl_benzene,6
2543,AD,Styrene,4
2544,AD,Tetralin,5
2545,AD,Hexane,6
2546,AD,Cyclohexane,6
2547,AD,Acetic_acid,1
2548,AD,Formic_acid_90,6
2549,AD,Butyric_acid,3
2550,AD,Benzaldehyde,1
2551,AD,Acetic_anhydride,1
2552,AE,Methanol ,6
2553,AE,Ethanol_96,6
2554,AE,Ethanol_99p9,6
2555,AE,n-Propanol,6
2556,AE,n-Butanol,6
2557,AE,Pentanol-1,6
2558,AE,2-Ethyl_butanol,6
2559,AE,2-Ethyl_hexanol,5
2560,AE,Methyl_isobutyl_carbinol,6
2561,AE,Propylene_glycol,6
2562,AE,Ethylene_glycol,6
2563,AE,1_3-Butandiol,6
2564,AE,Glycerol,6
2565,AE,Cyclohexanol,6
2566,AE,m-Cresol,6
2567,AE,Ethyl_lactate,6
2568,AE,n-Butyl_lactate,6
2569,AE,Diethylene_glycol,6
2570,AE,Dipropylene_glycol,6
2571,AE,2-Butoxyethanol,6
2572,AE,Methyl_dioxitol,6
2573,AE,Butyl_dioxitol,6
2574,AE,Oxitole,6
2575,AE,Diacetone_alcohol,6
2576,AE,Cellusolve_acetate,6
2577,AE,Methyl_Cellusolve,6
2578,AE,Diethyl_ether,1
2579,AE,Furan,1
2580,AE,Dioxane,5
2581,AE,Methylal,3
2582,AE,Diethyl_sulfide,1
2583,AE,Carbon_disulfide,1
2584,AE,Dimethyl_sulphoxide,6
2585,AE,Propylene_carbonate,6
